val	probability
1	0.0004957740877059091
2	0.0010725585719365105
3	0.0016631655797424544
4	0.0023488173662682835
5	0.0025260397479442624
6	0.002792710076590185
7	0.002972503857029861
8	0.003360585526211071
9	0.0039625993652550396
10	0.003652432345495168
11	0.004504936357873141
12	0.005241751897950893
13	0.005485114997985052
14	0.006282451663628311
15	0.0070813734211375885
16	0.008609334755694588
17	0.009543531546847823
18	0.008750385220202885
19	0.00877926579035581
20	0.009061388507847807
21	0.00949670018590424
22	0.009763729158094073
23	0.0099874346686955
24	0.010288639627786781
25	0.010945196405809559
26	0.011283676444532216
27	0.012038140542504419
28	0.012349733284874669
29	0.013217962791902137
30	0.013785221516092763
31	0.014134719695948662
32	0.015221957703070624
33	0.019422210745055367
34	0.01643415455396225
35	0.01927049927986403
36	0.018850969332685992
37	0.01879939726575764
38	0.019229517759937573
39	0.02009733296687944
40	0.01983103574602471
41	0.020908469274472135
42	0.020710314989184946
43	0.02103767353427964
44	0.021712679431434706
45	0.022781154276508377
46	0.02401728042449794
47	0.02376183033735288
48	0.02326782433446437
49	0.026115400098802415
50	0.025390609355012465
51	0.026563587540678606
52	0.026146434162172136
53	0.027659068156860034
54	0.028167917486639684
55	0.027347423372976774
56	0.027152489127889253
57	0.030331176325609707
58	0.0292082336408199
59	0.030500467071971574
60	0.030523123015579582
61	0.030939201772186647
62	0.03181849088751405
63	0.03130420102400706
