0	357.8766060523439458950954035718373506336568774576614106098574469073964320379139
1	356.7200043658257790666215507038534127299799375917501066589532382461249573275771
2	332.6031299253023253613572279746584981115712754275827141676682938659596140334108
3	331.8936708474000511044981088461102366699314501962936911002012658511679060917248
4	383.9556000669246335866922710685178387241630178665825881371078854170798098313262
5	383.0152533616776560087291773614756463056978231074337038690567729258998208274759
6	417.5856707979628768635799150864831319632903708962650628511285095593266933220783
7	416.7334870440811987357366304937593371421306299056882721384760999022740324897915
8	454.8422786364795658127910193033504222913302487773620812228944964786354781531764
9	453.6372967509039038153201159644740688172409300374924623052699512559277408531344
10	453.1590907497252045844257593459475984869200214286794511338086426770544055815659
