val	probability
0	0.11732640572308826
1	0.12246110144969984
2	0.10690413487708211
3	0.08328370646308875
4	0.3373524958490779
5	0.09122365588728375
6	0.04360167191555066
7	0.03549973477127699
8	0.06234709306385172
