val	probability
1	0.015868534637482053
2	0.01686391512593986
3	0.015933184143963296
4	0.012924126747635194
5	0.014969431736654538
6	0.01342083523397975
7	0.015013092671139422
8	0.014941915706293833
9	0.018629412613010553
10	0.019912059478902115
11	0.019856282125481236
12	0.01978258842566808
13	0.018386606920309374
14	0.01643230223835699
15	0.01584839320826022
16	0.014098183195454844
17	0.013166724511916025
18	0.01258761657180617
19	0.01423289526704611
20	0.011541495019210243
21	0.014807443135102906
22	0.012249632638387914
23	0.012603510216986434
24	0.012719163344591724
25	0.011310430025645022
26	0.012073093174256288
27	0.014544271548615529
28	0.012672195272695672
29	0.016014489147133777
30	0.01626622881927598
31	0.017933332459597384
32	0.021123173658681767
33	0.029777813280300755
34	0.017430464640783856
35	0.021166611698079305
36	0.018249910247308737
37	0.01683442275333987
38	0.01594177900035701
39	0.016521124381029543
40	0.015380535222081297
41	0.013992307282607665
42	0.014054865461617142
43	0.01439916330835791
44	0.014145925019032567
45	0.016602327766333476
46	0.016546953745833298
47	0.018424596851276353
48	0.02019895363289947
49	0.0219866633046064
50	0.019229087459691395
51	0.02098066196961974
52	0.01650608401507524
53	0.01591395914335064
54	0.01502033686275155
55	0.013346877180753123
56	0.014623364632439857
57	0.016383050746128978
58	0.013264244091615517
59	0.014943983560025046
60	0.013476664548792424
61	0.01253946796595707
62	0.012285771232304685
63	0.011105469976169957
