0	-2849.658371111836092540402588176200439114705508950872011023879345361639525887705
1	-2848.555488003836994494955079944506327939615170508549205565021738254734400733803
2	-2293.083852844819561221384888651846467662493476999240334478599098937401395641275
3	-2292.938973452250358047387834458033036068176685341584353577936934686468846794952
4	-2896.746718331352689985754455290958197415015696953663605558442731448917113920078
5	-2895.871230942007958476283303425107610429930844928512833765767757877075120847122
6	-2906.491574216180704246468508912186317445894120620276528955894364409102778084079
7	-2906.018648429692293308147285060151240309801428489128897014151121346965099218252
8	-2845.733682234722134721142005785548806337122618080294671829740429511293645107124
9	-2845.008816634426209931322411717195171820684998969280985873570052696192836634706
10	-3260.52573698830702864854295713720303894783591097862292245043806993450204405707
11	-3259.587354151216089577639858036738323688628157646674796279506553379318501789364
12	-3000.116713994560722073126512743242733337455053904097654700852260057428007538781
13	-2998.944050513632145327448452545711188182849805323036175058552432058304793689859
14	-3159.33064864189039641164809576667157577151126072135510146546881351329060777207
15	-3158.52170126977344702855344240419959441519575318283420281585469677989225941502
16	-3671.4288632823947182125551401047766921855978655109162273910398378265030159122
17	-3670.301851424171135823711484625295899904045419595684152301053540884143254477624
18	-3252.092234902305113544330673489208725298270399605886857506099839543372369244005
19	-3252.136048873203071103022246700500138102597957981780316210655329170416409479654
20	-3323.144523881668549865836766168153459853785540371220450145263479334638082967868
21	-3322.584816479836312177187838752765597952822618951371914400528446177676180818617
22	-3169.258124071056665975401856714568284585533705729852748231599794056579372338296
23	-3168.819868528793211900958663520085040171343786947309890836870841672924613047869
24	-3530.025705820124296029090425185951529963204846942644348272118834329616852301961
25	-3529.17773224396982674324276845363521738114236854268812332423112314486044802157
26	-3977.709233733157992072641867774898450227185724199835873422154557212405347633819
27	-3977.120769098349412706815754027699732616358433661802623715913491215612791103125
28	-3989.697155171579807527384666313490446954305810243181555642749926817266554992549
29	-3988.610809172049710893321947875690796679448821810616661340108432931968987557543
30	-4073.606551362620044335824704377598660299092533693329459953893649837920876735646
31	-4072.856797729248634905138684174744364302159497970781871889715889934707902242485
32	-3970.230336662163587092238714449958243480988154227153680276462309404448774814141
33	-3970.075666119260394235427491572154480601553327633588720249925104877400579883117
34	-4289.90656594436961212854590578326182651125581309783696804390202180870721997115
35	-4287.908569030315890508933543055711926783689559430482437836470966342652068529187
36	-4190.922383148410033307130739837760147776053304894135876789678575648445752385308
37	-4190.808419474026112607127995544045476134344313579616159636382800156732747958152
38	-4332.743240918947607135104779329128375131550304663734769006081831836008403550841
39	-4330.744490022522393653821667488968712059432554798075264586402901836535651778129
40	-4509.452255718806806574316357069645693481762881932816251103390503648859312945048
41	-4508.375862404996416041313225169041755536406517611605546401692582507900492343488
42	-4780.076052758801722085801891437361240022982499313634788721645430929885432189852
43	-4778.748680166239765810763871796717605391539484154703955223858050447771105088646
44	-4493.191260918228715518120526555079256023978497174198505083049419688103886023693
45	-4491.816100042822555615264236870874675572046851224062986598143052677909741226145
46	-4793.021356201787091891843139025924261253490342576534445063910531520923136952466
47	-4791.697598489864671037182165619934097762746806724095094756571976078154740653482
48	-4911.02212062444020727443397194768522402813648474557246621145232032283908752204
49	-4910.841724923236265284562978995487892651621300609329287165720423689929126094072
50	-5240.838572007250957525188107890332326338580658699334001301246290617200873059157
51	-5239.743614191507859976303412893213163665090806994308885116927967159764056115584
52	-5238.395344719922271523304801849589275904306054512579925025380072675306208029984
53	-5234.050453954759230866747099414226961150960965759892586667899332408740582705933
54	-5268.887159202721474592317186421089016005357160481513956278829979138860071836859
