6	1	40	5	19	3	194	32
6	0	38	7	19	4	185	41
4	3	37	4	18	5	188	41
2	1	34	11	19	3	197	33
1	1	51	7	21	2	181	36
5	2	50	4	20	4	181	34
4	1	41	5	24	2	186	37
3	0	41	10	25	5	186	30
3	0	42	9	27	1	186	32
2	1	34	8	24	7	188	36
2	1	41	8	20	4	189	35
4	1	39	10	24	5	189	28
5	1	28	12	23	6	175	50
9	1	48	4	20	3	176	39
3	2	37	10	24	1	185	38
4	0	40	8	22	2	185	39
2	1	30	9	26	3	196	33
6	2	38	13	25	6	181	29
7	1	33	8	23	3	179	46
4	1	36	10	18	3	189	39
6	1	46	8	22	6	169	42
6	1	32	10	15	4	190	42
1	0	45	7	22	5	186	34
5	1	44	10	18	7	171	44
2	2	52	8	18	1	170	47
5	0	36	11	19	2	188	39
4	0	36	5	25	6	183	41
4	1	50	6	20	8	176	35
1	1	43	10	20	1	177	47
4	3	40	13	11	4	182	43
6	0	37	13	21	6	174	43
2	2	40	11	20	4	183	38
2	2	41	10	13	5	181	46
3	1	37	6	25	5	186	37
4	1	43	9	25	5	182	31
5	1	38	9	25	1	181	40
8	0	42	7	27	5	169	42
5	0	45	10	22	4	179	35
4	1	52	5	20	5	164	49
6	0	40	8	28	5	180	33
3	2	40	15	17	5	187	31
8	1	38	10	19	3	187	34
4	1	43	5	19	4	192	32
2	1	37	13	20	5	181	41
6	1	38	4	17	6	183	45
3	3	33	8	24	4	194	31
5	2	52	7	22	5	171	36
1	1	38	7	21	1	189	42
4	2	46	6	24	3	186	29
6	0	42	6	27	2	181	36
8	1	42	10	17	3	177	42
5	1	42	8	20	5	186	33
3	1	40	5	21	2	191	37
6	2	34	9	22	4	184	39
1	1	48	10	26	6	173	35
7	0	39	7	23	2	183	39
6	0	40	8	20	3	185	38
3	0	44	7	21	3	179	43
5	2	45	15	24	3	170	36
0	2	41	11	18	4	173	51
4	2	31	14	23	4	181	41
3	2	37	9	29	1	186	33
5	2	35	10	23	1	185	39
1	0	49	7	20	4	176	43
3	1	45	11	19	5	173	43
7	0	36	11	21	2	187	36
8	0	38	11	18	4	184	37
5	2	39	7	26	5	169	47
4	1	33	7	20	3	195	37
8	0	44	5	18	6	186	33
6	1	47	7	23	4	186	26
5	0	36	9	24	7	190	29
3	0	44	10	21	4	178	40
4	1	47	12	16	6	175	39
6	1	48	8	26	3	177	31
6	0	48	8	21	2	179	36
5	0	25	9	22	6	189	44
4	1	43	15	23	8	162	44
4	0	40	9	25	3	179	40
3	1	46	9	16	3	181	41
1	1	41	7	27	6	181	36
3	2	45	13	17	7	181	32
5	0	41	14	22	2	178	38
5	2	45	13	18	2	174	41
6	0	35	8	19	2	191	39
6	2	51	10	13	3	169	46
8	0	49	5	20	7	159	52
7	3	46	6	18	8	176	36
4	2	43	15	18	2	172	44
6	1	40	7	18	9	180	39
6	1	41	8	27	7	171	39
9	2	41	12	20	3	166	47
4	1	37	11	22	6	172	47
7	1	46	3	20	13	176	34
3	1	44	9	12	4	178	49
4	3	48	6	18	9	168	44
4	3	43	4	21	5	193	27
10	0	50	10	23	5	167	35
7	2	37	13	24	7	170	40
8	1	45	13	21	6	176	30
