0	-2849.658371111836092540402588176200439114705508950872011023879345361639525887705
1	-2893.922089972710680045216561961966909799067881683018445687119008225805672027006
2	-4094.764533903211103025772194607112434234435079940249256525616739480223663444575
3	-4173.514895584529288983021572966896354370137157614410987662490021250215350059533
4	-3336.103870823887312332773118193313594268518557101018390806627285906827821780116
5	-3354.936789401945831319116474033423078076568307394391011111543040439275609702926
6	-3615.39439930028474407910996069787879666448555312253386584801110862376003471371
7	-3651.912042206431412039833660542690020403307094810386350810568829902097876878896
8	-4233.245146331887315144883337123311438427723174853224745332661073921323385060615
9	-4339.182292347842101384945078546199640651347745720142988738873056302050381477587
10	-3902.973198063908586990826885512361131037694700919660065703279755831680016201586
11	-3950.612310621595637802721376542864143516260257604273738943027710182790140360777
12	-4089.289127464094917919287894476158327483141490214232546344655189675007372764021
13	-4116.884775278457971656711164172020497577609649508254707196149259729656826239738
14	-4132.287570819339716077301973364699245435899468442559458137232553035424966030793
15	-4253.987851750454015889368237070145607782748914215569484053534484759016421006178
16	-4050.810065221756028472900866584447804095294228421759477126970023892326139194891
17	-4218.383605336639807146985222886862433845430953624673409868344905320403307015472
18	-4022.92047011614879192352953519386328421021703180655967941056260906208665776681
19	-4171.944852790145615922237686141243045951339364394972108270848434746229363547533
20	-3925.441581278196243163609671538092481333837645977347006151718673905529347046995
21	-3957.825068363910824129537733812211762689840408950240459172189441179337187622696
22	-3990.337363849002859435692493482425750862061591157758346514415031137105068269805
23	-4129.617194818713988670356933685823558937650825607175607731977163709442790313683
24	-3976.295524452858952354939710165166415395973516780094075591099935396699008125893
25	-4045.59195589451716485398187624373921369609934355286368757950731275263304759441
26	-4071.47534480617852957328356491221550093692773059000134218596878759586062422499
27	-4186.672113994736651803352518624738154311246439588506256945814148263942315089838
28	-4172.216419917008299362444759674764168368193797857039666180479765281321328107624
29	-4234.286842445854668621336713961404069985739247662425112614339863385464989430113
30	-4115.078888435470315163982077974670467182608142683889315962498831284645965953645
31	-4188.556673812465659592166758741705984191649082305379878184908631767356483786833
32	-4190.282898333501410741744078836708976703996428383661489424908087325302269637138
33	-4217.218355823069458536440558358667100002443180647242207659567811330566836451825
34	-3952.537555652369850522151649716815433220528434115808680619279477257476643299119
35	-4202.170983723152485426560903520312339165177535036934985772511333909090791639206
36	-4018.093832695805463836728822961302042442559391579227496468928627924045714314043
37	-4037.162533954929085630950827666368482153947536530449950483963676858420951925763
38	-4069.096040374944226506272030500568728640037297009075229355817169386467167095177
39	-4107.877555770737343170995078974786850890327979056420312139297951214725042885366
40	-4177.707431614137127278697292503550119616121833475019079266474240378989389523892
41	-4276.247407422331795696826586897609735167489348753769615676025650814873436423494
42	-4059.389323332610045984512294569475816536003595271779772034801717258258025158809
43	-4079.825597288145695857376001400707987952438373492025836657154116671321003703757
44	-4215.725573131151867053036113849922210358413656430212338456008674483568541000202
45	-4228.235024217001613143311690314987240441779289091770265212848985420581108035871
46	-4185.063796035803498457982487677913237555894159739503600906839374796053984259398
47	-4442.488519535026937457829458863615781677206737904573727036163296276362403391799
48	-4524.170822107660578475493410252154110680467407502125528706562141933245055097197
49	-4956.834873284476836692109304146836210872324783202517637470115450943583273907926
50	-4145.413311681860144554812275360225731369888333230966766314545616563946323067143
51	-4417.076569919997499354261208955005016395908311449533266047633461952038651474554
52	-4051.143550334917582527379378941649429996932981996668409551611124350838319623534
53	-4132.943200101473233341369340222132066967425759786840098663825583098085534898709
54	-4075.34322051996076734168608665034485148247502130435086515624457141902269794227
55	-4095.59413631804894371424340077748609880377229054697267525096093210782866401517
56	-4263.293949628160368745916277125053002608945485004238647847211117317551697963826
57	-4305.600043054850925438285271524891894699439696131522359932941509406073459962247
58	-4074.623029813372738168614486599184742222506826609263863338227816258824553869107
59	-4297.338289851213649898314485276747168694912016637288600692237723700935377106524
60	-4490.43574525033970702789945672691169909458541457385044817834521033025679037408
61	-4787.293723329143399305798416583499716193198454672012849732855612095477219268385
62	-4096.077756715775963318592703845097312793400766232005430367538678795866080475233
63	-4205.502335896502936373549790999937797229603596255516163588661434542510765409814
64	-4250.666630480912357854083457259269244307597989253507980109466010047249469908264
65	-4464.940428717707596240961171488112161423296903533613584319997072223051404126114
66	-4107.275546695424006004641679411259617057267156195870887463065774193687572382336
67	-4160.376858105946265491404884440619908933457307291748648219703049924498814973893
68	-4364.17815716026591697975581037435662567352937855469589071528182476753294041003
69	-4508.719702503033458512637099780538672464647932941824627989049094996307607403045
70	-4058.156974714611087101405910086814695517297653889630036799888393039156617488344
71	-4088.715927067080373888466146550923834512939982057936186424766262233296128035465
72	-4147.558557749041630081097988155894876942482597513356239791594732348475984023827
73	-4286.82607759464559519281922619654015378051771163596554582855685635669891346219
74	-4204.136476115654376790886528879227089013038052805460294550671684090216727883246
75	-4283.47578601635355552286700912583862731638229801792165028594884611456075220715
76	-3971.169491536859178901051276693545956238655343522913289264032511529714797145551
77	-4030.04547468172768580293061108822896987169771228590188182172886421687468195085
78	-4134.40013450939263824445525160029574297805510067324106579978603615715688496572
79	-4197.176366977160823860696519242332331638789275054750621010029127966002272538242
80	-4435.878224875031893288661406506664223073426443165496545845305476956167813420087
81	-4793.977881185197735760856235954597967376216818383981934511351991786634942770812
82	-4385.245634343035730859166915154619264532379439738402940771534566458404936793824
83	-4843.094603482777024332602565430247874254032287950266211351813630363458296381712
84	-4029.91747144250191225064195415298329056710486985553035908574428515387955861776
85	-4130.159049009283302507085999422786332315843441947352138248267941716037916714501
86	-4121.45529945550458306914187877099899729655907699835399446746021434100474565988
87	-4168.964738464485495145304858191345382445806914629044238483938688574489556336167
88	-4077.43679862192256376408144012780617653668091004920037457883714801452228853884
89	-4159.907624413116923732216525077639634416510903236947949246422425090846623325797
90	-4220.582691867562578796574589436133063669245993105938100927514512385420056103674
91	-4548.26979647771240623857767293789270429792901317010687401992903553194027590104
92	-4200.044971693047810568101600810844526817694995270273664696620848753286385764303
93	-4576.905002102164863607584115549443046172449943154724898030686217248443377874084
94	-4262.696281947482052887694886347387389645094006509825969197858924202549200720883
95	-4356.180968351800757203371351395108743905042812406201814156283630478301264413545
96	-4166.916059853304670224219407452971551893279811072987080355147865523508882134437
97	-4252.853362599333549491282892488597626165535115651098395351052875654337521184055
98	-4268.460396780453613052551599735913282209051672940045561582633227104373528139631
99	-4427.663564882029289427038891337080672358883136814267943133615229895888966699785
100	-4121.969485822246998128403985922587692167929179919388846366393202384671696292229
101	-4147.491466973067254777002419000624338313472287851078993893434443211756352206263
102	-4197.35230661232620061895480343284736335233051577281651430791469084104752785027
103	-4309.123592886070493673068716623762388517194933085770142799829031182316476261898
104	-3970.834954807011458257487813877987560453744188490895178300371704523897951018466
105	-3977.360114665584573392453640693842342677256445770380226797839723184679258874104
106	-4160.294311863563928411576439533568617729224228000214160409382205948154077275471
107	-4213.756971732373687642169004803702606463638345426780218337710560715010607544782
108	-4256.657715811958548745422169161921797681866431606855348152569120756130414490283
109	-4270.698175448664442939143889808206185741266476253769083482096709569666809259323
110	-4343.25448957925885405829686627548547881356777492757511500867953963966065636307
111	-4739.385899516974874703557661316986932601870222813118011405380376144452158811035
112	-4331.759236835960432529662473123470330089957820133520772363806234070314899496438
113	-4557.844989286590363571407825936247231336243298978581667077439837187513102993033
114	-4118.437538495900187667907803492956696006072432583999316628975031661849648143357
115	-4224.100714949675840122290941284953230011823347904696298099340667781833787917585
116	-4207.57451360019567016153390961757502170625428293872775113771061333014138143486
117	-4495.865786586050535437811128572796770615712934278833752058050657392725004469342
118	-4066.479794833355712744521643454342299169284117474840695280124465454538669367877
119	-4122.079026055434367576393120865165906759938754579226267626403577593479137863053
120	-4300.804710044793849103935098476237487331640919156069414850109798340306767962167
121	-4685.929918567305905970025045620917110985881218425535122026823976642251051230437
122	-4306.114673200771576350632761581113851261428476607751963966611107423458292160576
123	-4332.614317702136564658432730986875394834269232620285721004708815627381700333761
124	-4150.371752178342946535835524419164376036719151681319446757571141586566432453937
125	-4251.508338698353457345297920895769743908466762052424931791102932355322544480998
126	-4396.572278876769241122951303517217489612328917795468903484451021784376231227622
127	-4472.12106923113635455471232066254074908342073113853749825896729876820693076705
128	-4346.511328567623552858637592553578914662525403563951141301099879293917037012514
129	-4371.07294396334798807937338314528561373504851412140753831776756755669917645195
130	-4507.942204187073895740819052038170919871856986031007721699775444199910190538306
131	-4824.282717207190128410707307851756398269680665250031321020465375305543072993459
132	-4156.680941237414864893382768621182364337480447257341133364961099164712604001651
133	-4226.935746543698178474193090946970291204026830529714711145610361510101327182605
134	-4127.634430400089504568000033150170895676372310430652773941835716386593227108481
135	-4190.188563438305108211679214765229518231461661746376346270899567372623493876329
