val	probability
0	0.10589735008876582
1	0.06595499615248859
2	0.046107441840856085
3	0.027578695818232874
4	0.032422505358091144
5	0.06720835497880236
6	0.08081643124224712
7	0.09751674958442498
8	0.10607973157312517
9	0.07426189463466723
10	0.06123580615647141
11	0.07282904804623612
12	0.066366420324122
13	0.04994967154835111
14	0.033976453190122324
15	0.01179844946299566
