val	probability
0	0.25000000000000006
1	0.09375000000000003
2	0.06499565972222224
3	0.02443134637526526
4	0.02121734212223742
5	0.019746763525223057
6	0.04241650529957009
7	0.09711555084713956
8	0.1797301187884246
9	0.10893132394105341
10	0.07447203000386561
11	0.015380859375000009
12	0.007812500000000002
