val	probability
0	0.06250000000000047
1	0.0625021878618144
2	0.051590156377519604
3	0.039952202423532555
4	0.02361361415916034
5	0.05626865376063895
6	0.0864735025490504
7	0.08254649507479588
8	0.11071608297314028
9	0.10278488398653829
10	0.05380392934500223
11	0.05886187150917911
12	0.07662109994090455
13	0.05680223706738257
14	0.03824096487167935
15	0.036722118099661534
