val	probability
0	0.5
1	0.12500000000000003
2	0.06249999999999998
3	0.0390625
4	0.07421875000000003
5	0.06542968750000004
6	0.04345703125000003
7	0.036163330078125014
8	0.023193359375000014
9	0.013549804687500017
10	0.00903320312500001
11	0.005065917968750004
12	0.002197265625000003
13	0.0008544921875000007
14	0.00024414062500000016
15	3.0517578125000014e-5
