0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93
0	2526	945	403	240	196	151	89	94	119	101	109	153	147	143	152	149	184	154	162	161	166	163	145	122	161	149	132	147	129	132	123	123	110	114	110	123	91	107	91	98	71	83	64	68	63	73	53	57	52	50	42	35	34	36	25	29	26	19	18	28	22	12	16	8	12	11	10	8	6	11	12	8	1	4	4	4	1	0	1	1	0	1	4	1	1	0	0	0	0	0	0	0	1
