val	probability
0	0.00013763955335813907
1	0.008330618159275572
2	0.01632735455157387
3	0.017586763722367494
4	0.022041096069337598
5	0.0494938959318805
6	0.05667125779004642
7	0.05810294401083265
8	0.07226382942700897
9	0.07960928788023079
10	0.06207728003378134
11	0.08520583859072038
12	0.14423701258792898
13	0.12400684858303224
14	0.100213044017729
15	0.10369528909089598
