6	1	40	5	19	3	194	32
8	1	40	7	16	4	181	43
6	4	40	5	17	6	176	46
2	3	40	16	20	8	176	35
12	2	55	13	17	6	147	48
9	3	61	14	24	9	136	44
10	2	49	17	24	9	144	45
7	1	60	26	33	11	125	37
23	5	55	17	26	10	111	53
12	7	48	26	33	14	119	41
18	7	49	25	23	15	114	49
20	14	42	22	38	18	103	43
18	15	42	31	37	15	84	58
25	19	55	23	34	16	76	52
23	19	50	33	32	26	72	45
29	17	44	41	30	25	72	42
20	21	52	32	38	23	72	42
35	22	45	29	32	25	65	47
32	24	44	37	32	34	51	46
31	23	52	36	31	36	56	35
29	28	44	40	35	44	45	35
35	29	51	30	31	27	45	52
34	33	41	50	35	26	45	36
34	27	42	41	49	32	30	45
39	34	45	47	41	27	33	34
27	36	31	41	38	34	45	48
37	35	40	27	48	34	38	41
35	36	40	32	38	31	45	43
33	29	46	44	40	23	35	50
36	37	35	39	35	30	40	48
28	35	37	51	35	41	34	39
26	43	38	45	32	34	39	43
33	46	38	46	27	30	42	38
43	33	30	48	42	29	34	41
37	34	33	45	36	40	37	38
33	40	36	37	36	35	31	52
29	40	42	31	34	47	32	45
44	38	31	42	29	39	32	45
37	30	34	42	33	41	34	49
31	37	37	40	35	39	35	46
34	35	39	42	38	36	40	36
55	41	21	35	30	35	43	40
39	28	41	31	36	37	46	42
31	36	41	37	31	47	41	36
37	33	39	47	41	38	32	33
21	33	49	33	33	46	42	43
39	39	30	43	38	35	26	50
36	39	33	40	34	38	27	53
34	50	32	31	35	38	45	35
37	40	27	28	45	42	42	39
31	50	33	36	27	42	42	39
38	36	35	40	45	31	34	41
31	28	40	39	48	37	38	39
34	27	34	38	40	47	43	37
40	30	40	39	35	38	47	31
36	42	41	29	40	30	39	43
45	40	33	25	49	43	35	30
40	34	35	36	44	41	35	35
40	34	42	37	42	41	32	32
29	42	36	35	41	40	38	39
31	43	33	37	42	38	47	29
33	36	32	48	56	29	34	32
32	36	51	34	45	34	33	35
30	41	44	40	36	31	33	45
36	41	32	41	31	41	36	42
40	43	31	43	36	25	39	43
36	36	36	41	31	49	37	34
38	35	38	33	34	46	40	36
39	38	44	27	43	37	32	40
37	33	37	40	40	35	40	38
41	39	47	27	39	39	40	28
40	32	37	33	39	44	38	37
41	32	33	38	45	39	36	36
52	37	37	34	27	40	41	32
31	41	43	32	40	52	27	34
43	31	40	39	40	28	41	38
43	32	33	36	39	44	47	26
46	40	28	36	40	30	38	42
34	35	38	44	42	30	43	34
43	29	37	30	40	38	46	37
36	33	26	40	54	39	38	34
37	37	46	34	38	32	43	33
41	34	39	31	44	34	33	44
42	31	45	36	27	40	46	33
42	35	34	38	36	39	42	34
38	37	32	42	32	37	48	34
35	45	41	39	39	35	27	39
49	38	38	34	30	40	38	33
32	39	41	46	33	32	41	36
46	35	46	25	37	44	30	37
36	35	40	42	31	35	43	38
48	34	23	45	39	37	36	38
30	42	49	46	42	35	27	29
41	36	38	31	37	45	37	35
36	32	44	36	28	40	38	46
42	40	38	35	27	32	37	49
35	37	40	36	40	40	41	31
32	41	41	39	38	34	37	38
33	44	34	40	42	38	30	39
41	40	41	37	31	29	41	40
