val	probability
0	3.014509693284879e-8
1	0.0020653873446282224
2	0.003504446351255647
3	0.005397650156645872
4	0.007012060833810404
5	0.008629624163649935
6	0.010225085215009347
7	0.01184279568382615
8	0.01366992369830993
9	0.012536244076102543
10	0.014610464492106434
11	0.017772166577542645
12	0.01951556277036714
13	0.021247391915381785
14	0.023624240775501095
15	0.025802081245395122
16	0.03240361212029991
17	0.03427498219652112
18	0.034308425246752636
19	0.036751487524209196
20	0.03897218382253766
21	0.03743324937022989
22	0.04283595639367204
23	0.045933709935497384
24	0.05526250993283729
25	0.055615985322354684
26	0.057057333373856704
27	0.05757174529429343
28	0.06618440268209587
29	0.06632670976292065
30	0.0682100064243995
31	0.07340254515289243
