0	-700.1078425646753
1	-698.7936845009709
2	-518.6491899753946
3	-516.9210522308259
4	-884.7181589205876488524182832406950183212757110595703125
5	-881.7001725277565978533294522283095996494787510542411374029864802183021691255722
6	-1019.143301476347913570509315354970011507283171123247365352340875449614697826128
7	-1014.600525806660006040857054645648048148971268667091167671555218862606344387365
8	-830.6004160670497170256708085376147613692627131657079932913975762001335944633935
9	-830.025806852574161684436025421210953283873830431105737144226733420241754959188
