val	probability
1	0.0010131147726290739
2	0.0005181087180089591
3	0.030384499699816932
4	0.01625189434320478
5	0.009304938531353562
6	0.006850254414517168
7	0.00740772046353406
8	0.0069800746155699945
9	0.006523427542786249
10	0.0056311049144191026
11	0.00517177111849544
12	0.004917846214089665
13	0.004288433113657712
14	0.004670485936701432
15	0.005108364304383859
16	0.0058481500222853896
17	0.0073206647351048235
18	0.008303814851880408
19	0.010125897654240875
20	0.011678161179437083
21	0.012939645797717647
22	0.014490413320716777
23	0.015475507079910545
24	0.016891921140241163
25	0.018638574350918286
26	0.02039913922150711
27	0.022366257755067787
28	0.023753989242521013
29	0.024731043149560906
30	0.025377873713150933
31	0.02568509448201904
32	0.025789706542520836
33	0.025369990120660504
34	0.024698762520718447
35	0.024563931314849036
36	0.02531029681352739
37	0.02640732469826626
38	0.027530708084012385
39	0.0288243878299296
40	0.030086193722135217
41	0.031177213505671927
42	0.03193038228319859
43	0.0321470100621905
44	0.03192471389680156
45	0.031261028421894134
46	0.03018772534890754
47	0.028793764753366136
48	0.02704220931847074
49	0.025012026823034425
50	0.022790313377423477
51	0.020391895355640205
52	0.017818683306529783
53	0.01500709390601319
54	0.012015808718993548
55	0.009104091213398674
56	0.006535057328907644
57	0.004418034944935024
58	0.002708335421427814
59	0.0013908902563940285
60	0.0005431838872257581
61	0.00014580393765047347
62	2.3537123466830433e-5
63	1.7087623919060232e-6
