0	0.485
1	0.495
2	0.45
3	0.51
4	0.52
5	0.565
6	0.56
7	0.585
8	0.56
9	0.6
10	0.615
11	0.555
12	0.67
13	0.645
14	0.635
15	0.58
16	0.69
17	0.68
18	0.745
19	0.655
20	0.715
21	0.69
22	0.72
23	0.69
24	0.655
25	0.685
26	0.67
27	0.72
28	0.67
29	0.71
30	0.695
31	0.705
32	0.71
33	0.665
34	0.68
35	0.715
36	0.705
37	0.73
38	0.695
39	0.715
40	0.685
41	0.74
42	0.675
43	0.715
44	0.705
45	0.69
46	0.67
47	0.745
48	0.69
49	0.72
50	0.71
51	0.62
52	0.69
53	0.71
54	0.725
55	0.7
56	0.725
57	0.645
58	0.645
59	0.63
60	0.695
61	0.635
62	0.715
63	0.72
64	0.74
65	0.715
66	0.7
67	0.715
68	0.69
69	0.685
70	0.655
71	0.67
72	0.73
73	0.68
74	0.7
75	0.705
76	0.67
77	0.69
78	0.695
79	0.71
80	0.67
81	0.685
82	0.67
83	0.695
84	0.73
85	0.635
86	0.745
87	0.675
88	0.69
89	0.68
90	0.675
91	0.74
92	0.725
93	0.705
94	0.685
95	0.685
96	0.665
97	0.695
98	0.68
99	0.685
100	0.685
101	0.715
102	0.64
103	0.66
104	0.76
105	0.73
106	0.77
107	0.67
108	0.695
109	0.655
110	0.7
111	0.705
112	0.695
113	0.695
114	0.72
115	0.69
116	0.705
117	0.715
118	0.66
119	0.705
120	0.655
121	0.75
122	0.725
123	0.74
124	0.765
125	0.745
126	0.745
127	0.74
128	0.7
129	0.68
130	0.715
131	0.715
132	0.73
133	0.72
134	0.71
135	0.765
136	0.725
137	0.745
138	0.74
139	0.725
140	0.655
141	0.735
142	0.745
143	0.745
144	0.74
145	0.76
146	0.745
147	0.735
148	0.75
149	0.765
150	0.7
151	0.775
152	0.77
153	0.7
154	0.74
155	0.77
156	0.735
157	0.725
158	0.715
159	0.72
160	0.73
161	0.725
162	0.75
163	0.755
164	0.69
165	0.745
166	0.76
167	0.71
168	0.75
169	0.75
170	0.76
171	0.72
172	0.75
173	0.75
174	0.715
175	0.765
176	0.705
177	0.675
178	0.7
179	0.76
180	0.78
181	0.75
182	0.735
183	0.68
184	0.78
185	0.69
186	0.8
187	0.785
188	0.82
189	0.755
190	0.77
191	0.755
192	0.69
193	0.755
194	0.73
195	0.76
196	0.76
197	0.72
198	0.725
