val	probability
0	0.029382106913706213
1	0.004528594602060051
2	0.00033607722131057344
3	0.0014746572512281436
4	0.0037502289794923973
5	0.005537259601203974
6	0.0056878781139088
7	0.010828318010010227
8	0.015089505213556785
9	0.010230248095862664
10	0.012272726614435044
11	0.019151876847939512
12	0.02482958484575005
13	0.026300967945804873
14	0.03527348484570931
15	0.04083713597970181
16	0.038270485052964195
17	0.0225731439473146
18	0.030666324943690672
19	0.03835031824499734
20	0.043295620616745495
21	0.0476645812436238
22	0.05499699558557628
23	0.05548163613000593
24	0.05032142508513346
25	0.05388252765981398
26	0.062472240655998476
27	0.06485127507681189
28	0.060012503895816485
29	0.05882497149688673
30	0.046608191541078675
31	0.02621710774185673
