val	probability
0	0.08844663291000832
1	0.023823532013259048
2	0.005534486329645101
3	0.010336460487172214
4	0.03166717352981875
5	0.037852643525360795
6	0.020049144398542315
7	0.027991424342898735
8	0.02379363976140946
9	0.02132518896690301
10	0.01907257467200783
11	0.02818674197244475
12	0.03648186197720225
13	0.04801195436950611
14	0.04587728869349917
15	0.05589948137166527
16	0.0648095376177749
17	0.030954318437370794
18	0.03447597095989166
19	0.03935016030949392
20	0.036703650652495874
21	0.031090122511055873
22	0.03041426799497899
23	0.028102924319618253
24	0.025910300404595896
25	0.025580728632926097
26	0.027889823645669366
27	0.028644009132089407
28	0.02693177242551729
29	0.020130783425945913
30	0.015783296133907544
31	0.008878104075322978
